map_id,map_name,unused
146,POKEMON_TOWER_5F,false
147,POKEMON_TOWER_6F,false
148,POKEMON_TOWER_7F,false
149,MR_FUJIS_HOUSE,false
150,LAVENDER_MART,false
151,LAVENDER_CUBONE_HOUSE,false
152,FUCHSIA_MART,false
153,FUCHSIA_BILLS_GRANDPAS_HOUSE,false
154,FUCHSIA_POKECENTER,false
155,WARDENS_HOUSE,false
156,SAFARI_ZONE_GATE,false
157,FUCHSIA_GYM,false
158,FUCHSIA_MEETING_ROOM,false
159,SEAFOAM_ISLANDS_B1F,false
160,SEAFOAM_ISLANDS_B2F,false
161,SEAFOAM_ISLANDS_B3F,false
162,SEAFOAM_ISLANDS_B4F,false
163,VERMILION_OLD_ROD_HOUSE,false
164,FUCHSIA_GOOD_ROD_HOUSE,false
165,POKEMON_MANSION_1F,false
166,CINNABAR_GYM,false
167,CINNABAR_LAB,false
168,CINNABAR_LAB_TRADE_ROOM,false
169,CINNABAR_LAB_METRONOME_ROOM,false
170,CINNABAR_LAB_FOSSIL_ROOM,false
171,CINNABAR_POKECENTER,false
172,CINNABAR_MART,false
173,CINNABAR_MART_COPY,false
174,INDIGO_PLATEAU_LOBBY,false
175,COPYCATS_HOUSE_1F,false
176,COPYCATS_HOUSE_2F,false
177,FIGHTING_DOJO,false
178,SAFFRON_GYM,false
179,SAFFRON_PIDGEY_HOUSE,false
180,SAFFRON_MART,false
181,SILPH_CO_1F,false
182,SAFFRON_POKECENTER,false
183,MR_PSYCHICS_HOUSE,false
184,ROUTE_15_GATE_1F,false
185,ROUTE_15_GATE_2F,false
186,ROUTE_16_GATE_1F,false
187,ROUTE_16_GATE_2F,false
188,ROUTE_16_FLY_HOUSE,false
189,ROUTE_12_SUPER_ROD_HOUSE,false
190,ROUTE_18_GATE_1F,false
191,ROUTE_18_GATE_2F,false
192,SEAFOAM_ISLANDS_1F,false
193,ROUTE_22_GATE,false
194,VICTORY_ROAD_2F,false
195,ROUTE_12_GATE_2F,false
196,VERMILION_TRADE_HOUSE,false
197,DIGLETTS_CAVE,false
198,VICTORY_ROAD_3F,false
199,ROCKET_HIDEOUT_B1F,false
200,ROCKET_HIDEOUT_B2F,false
201,ROCKET_HIDEOUT_B3F,false
202,ROCKET_HIDEOUT_B4F,false
203,ROCKET_HIDEOUT_ELEVATOR,false
204,UNUSED_MAP_CC,true
205,UNUSED_MAP_CD,true
206,UNUSED_MAP_CE,true
207,SILPH_CO_2F,false
208,SILPH_CO_3F,false
209,SILPH_CO_4F,false
210,SILPH_CO_5F,false
211,SILPH_CO_6F,false
212,SILPH_CO_7F,false
213,SILPH_CO_8F,false
214,POKEMON_MANSION_2F,false
215,POKEMON_MANSION_3F,false
216,POKEMON_MANSION_B1F,false
217,SAFARI_ZONE_EAST,false
218,SAFARI_ZONE_NORTH,false
219,SAFARI_ZONE_WEST,false
220,SAFARI_ZONE_CENTER,false
221,SAFARI_ZONE_CENTER_REST_HOUSE,false
222,SAFARI_ZONE_SECRET_HOUSE,false
223,SAFARI_ZONE_WEST_REST_HOUSE,false
224,SAFARI_ZONE_EAST_REST_HOUSE,false
225,SAFARI_ZONE_NORTH_REST_HOUSE,false
226,CERULEAN_CAVE_2F,false
227,CERULEAN_CAVE_B1F,false
228,CERULEAN_CAVE_1F,false
229,NAME_RATERS_HOUSE,false
230,CERULEAN_BADGE_HOUSE,false
231,UNUSED_MAP_E7,true
232,ROCK_TUNNEL_B1F,false
233,SILPH_CO_9F,false
234,SILPH_CO_10F,false
235,SILPH_CO_11F,false
236,SILPH_CO_ELEVATOR,false
237,UNUSED_MAP_ED,true
238,UNUSED_MAP_EE,true
239,TRADE_CENTER,false
240,COLOSSEUM,false
241,UNUSED_MAP_F1,true
242,UNUSED_MAP_F2,true
243,UNUSED_MAP_F3,true
244,UNUSED_MAP_F4,true
245,LORELEIS_ROOM,false
246,BRUNOS_ROOM,false
247,AGATHAS_ROOM,false
